pi[29,1]	171201	172000
pi[29,2]	172001	172800
pi[29,3]	172801	173600
pi[29,4]	173601	174400
pi[30,1]	174401	175200
pi[30,2]	175201	176000
pi[30,3]	176001	176800
pi[30,4]	176801	177600
pi[31,1]	177601	178400
pi[31,2]	178401	179200
pi[31,3]	179201	180000
pi[31,4]	180001	180800
pi[32,1]	180801	181600
pi[32,2]	181601	182400
pi[32,3]	182401	183200
pi[32,4]	183201	184000
pi[33,1]	184001	184800
pi[33,2]	184801	185600
pi[33,3]	185601	186400
pi[33,4]	186401	187200
pi[34,1]	187201	188000
pi[34,2]	188001	188800
pi[34,3]	188801	189600
pi[34,4]	189601	190400
pi[35,1]	190401	191200
pi[35,2]	191201	192000
pi[35,3]	192001	192800
pi[35,4]	192801	193600
pi[36,1]	193601	194400
pi[36,2]	194401	195200
pi[36,3]	195201	196000
pi[36,4]	196001	196800
pi[37,1]	196801	197600
pi[37,2]	197601	198400
pi[37,3]	198401	199200
pi[37,4]	199201	200000
pi[38,1]	200001	200800
pi[38,2]	200801	201600
pi[38,3]	201601	202400
pi[38,4]	202401	203200
pi[39,1]	203201	204000
pi[39,2]	204001	204800
pi[39,3]	204801	205600
pi[39,4]	205601	206400
pi[40,1]	206401	207200
pi[40,2]	207201	208000
pi[40,3]	208001	208800
pi[40,4]	208801	209600
pi[41,1]	209601	210400
pi[41,2]	210401	211200
pi[41,3]	211201	212000
pi[41,4]	212001	212800
pi[42,1]	212801	213600
pi[42,2]	213601	214400
pi[42,3]	214401	215200
pi[42,4]	215201	216000
pi[43,1]	216001	216800
pi[43,2]	216801	217600
pi[43,3]	217601	218400
pi[43,4]	218401	219200
pi[44,1]	219201	220000
pi[44,2]	220001	220800
pi[44,3]	220801	221600
pi[44,4]	221601	222400
pi[45,1]	222401	223200
pi[45,2]	223201	224000
pi[45,3]	224001	224800
pi[45,4]	224801	225600
pi[46,1]	225601	226400
pi[46,2]	226401	227200
pi[46,3]	227201	228000
pi[46,4]	228001	228800
pi[47,1]	228801	229600
pi[47,2]	229601	230400
pi[47,3]	230401	231200
pi[47,4]	231201	232000
pi[48,1]	232001	232800
pi[48,2]	232801	233600
pi[48,3]	233601	234400
pi[48,4]	234401	235200
pi[49,1]	235201	236000
pi[49,2]	236001	236800
pi[49,3]	236801	237600
pi[49,4]	237601	238400
pi[50,1]	238401	239200
pi[50,2]	239201	240000
pi[50,3]	240001	240800
pi[50,4]	240801	241600
pi[51,1]	241601	242400
pi[51,2]	242401	243200
pi[51,3]	243201	244000
pi[51,4]	244001	244800
pi[52,1]	244801	245600
pi[52,2]	245601	246400
pi[52,3]	246401	247200
pi[52,4]	247201	248000
pi[53,1]	248001	248800
pi[53,2]	248801	249600
pi[53,3]	249601	250400
pi[53,4]	250401	251200
pi[54,1]	251201	252000
pi[54,2]	252001	252800
pi[54,3]	252801	253600
pi[54,4]	253601	254400
pi[55,1]	254401	255200
pi[55,2]	255201	256000
pi[55,3]	256001	256800
pi[55,4]	256801	257600
pi[56,1]	257601	258400
pi[56,2]	258401	259200
pi[56,3]	259201	260000
pi[56,4]	260001	260800
pi[57,1]	260801	261600
pi[57,2]	261601	262400
pi[57,3]	262401	263200
pi[57,4]	263201	264000
pi[58,1]	264001	264800
pi[58,2]	264801	265600
pi[58,3]	265601	266400
pi[58,4]	266401	267200
pi[59,1]	267201	268000
pi[59,2]	268001	268800
pi[59,3]	268801	269600
pi[59,4]	269601	270400
pi[60,1]	270401	271200
pi[60,2]	271201	272000
pi[60,3]	272001	272800
pi[60,4]	272801	273600
pi[61,1]	273601	274400
pi[61,2]	274401	275200
pi[61,3]	275201	276000
pi[61,4]	276001	276800
pi[62,1]	276801	277600
pi[62,2]	277601	278400
pi[62,3]	278401	279200
pi[62,4]	279201	280000
pi[63,1]	280001	280800
pi[63,2]	280801	281600
pi[63,3]	281601	282400
pi[63,4]	282401	283200
pi[64,1]	283201	284000
pi[64,2]	284001	284800
pi[64,3]	284801	285600
pi[64,4]	285601	286400
pi[65,1]	286401	287200
pi[65,2]	287201	288000
pi[65,3]	288001	288800
pi[65,4]	288801	289600
pi[66,1]	289601	290400
pi[66,2]	290401	291200
pi[66,3]	291201	292000
pi[66,4]	292001	292800
pi[67,1]	292801	293600
pi[67,2]	293601	294400
pi[67,3]	294401	295200
pi[67,4]	295201	296000
pi[68,1]	296001	296800
pi[68,2]	296801	297600
pi[68,3]	297601	298400
pi[68,4]	298401	299200
pi[69,1]	299201	300000
pi[69,2]	300001	300800
pi[69,3]	300801	301600
pi[69,4]	301601	302400
pi[70,1]	302401	303200
pi[70,2]	303201	304000
pi[70,3]	304001	304800
pi[70,4]	304801	305600
pi[71,1]	305601	306400
pi[71,2]	306401	307200
