Site,ID,standard.length,relative.otolith.area,relative.otolith.length,relative.otolith.width,relative.otolith.perimeter,Aspect ratio,Rectangularity,Roundness,Form factor,Ellipticity,Circularity,Altitude,Average river gradient,Latitude,Annual average temperature
MKZ,20170917032,85.72,1.390197436,1.528132719,1.169754032,4.41210368,1.306370978,0.777715685,0.757991705,0.897418315,0.132836816,14.0028016,700,0.9875,25,21.5
MKZ,20170917033,83.32,1.329142857,1.519807839,1.165310756,4.275983319,1.304208196,0.750483635,0.73266327,0.913502039,0.132022877,13.75625897,700,0.9875,25,21.5
MKZ,20170917034,87.02,1.241644069,1.446586604,1.110754534,4.142520259,1.302345892,0.772742119,0.755471976,0.909238256,0.131320794,13.82076758,700,0.9875,25,21.5
MKZ,20170917035,87.03,1.357919749,1.473873387,1.209746103,4.346286285,1.218332825,0.761587304,0.795909831,0.903331822,0.098422032,13.91113465,700,0.9875,25,21.5
MKZ,20170917036,78.26,1.220255952,1.427901705,1.12745755,4.164361828,1.26647935,0.757970709,0.762016594,0.88422723,0.117574135,14.2116983,700,0.9875,25,21.5
MKZ,20170917037,76.7,1.51846139,1.581664388,1.21215574,4.673474464,1.304835951,0.792010601,0.772832184,0.873642734,0.132259283,14.38387812,700,0.9875,25,21.5
MKZ,20170917038,86.93,1.381884506,1.511786229,1.198131087,4.371800242,1.261786999,0.762916532,0.769841105,0.908575438,0.115743436,13.83085003,700,0.9875,25,21.5
MKZ,20170917039,78.75,1.504850668,1.590418888,1.25370033,4.624532402,1.268579779,0.754723965,0.757496228,0.884234826,0.118391155,14.2115762,700,0.9875,25,21.5
MKZ,20170917040,75.19,1.426913892,1.606641287,1.184804167,4.517230273,1.356039531,0.749604647,0.70383367,0.878745614,0.151117809,14.30035089,700,0.9875,25,21.5
MKZ,20170917041,79.48,1.255213721,1.415368074,1.141020938,4.15799294,1.240440054,0.777239151,0.797790768,0.912346997,0.107318227,13.77367455,700,0.9875,25,21.5
MKZ,20170917042,77.82,1.368016212,1.528308777,1.183430247,4.372460262,1.291422778,0.756375533,0.745725765,0.899185647,0.127179838,13.97527937,700,0.9875,25,21.5
MKZ,20170917043,83.4,1.407185363,1.452097178,1.22527324,4.470597294,1.185121107,0.79090201,0.8497087,0.884769354,0.084718923,14.20299037,700,0.9875,25,21.5
MKZ,20170917044,78.62,1.100560225,1.271285367,1.130806389,3.930237896,1.124229028,0.765565778,0.867037408,0.895335901,0.058481937,14.03536996,700,0.9875,25,21.5
MKZ,20170917045,74.73,1.159417756,1.359266314,1.110460457,4.012415905,1.224056476,0.768125698,0.798989289,0.904977798,0.10074226,13.88583305,700,0.9875,25,21.5
MKZ,20170917046,77.59,1.432899595,1.495724254,1.227452516,4.471564119,1.218559769,0.780475947,0.815497824,0.900547653,0.098514258,13.95414287,700,0.9875,25,21.5
MKZ,20170917048,73.99,1.762613803,1.676929313,1.361495357,4.941989439,1.231681992,0.772015902,0.798064096,0.906908359,0.103814967,13.85627389,700,0.9875,25,21.5
MKZ,20170917049,71.83,1.334924276,1.533937622,1.148141873,4.353062598,1.336017489,0.757972371,0.722356111,0.885271881,0.143842026,14.194928,700,0.9875,25,21.5
MKZ,20170917050,65.03,1.76123355,1.733083023,1.276598642,4.996125466,1.35757862,0.796055237,0.746600596,0.886666176,0.151671981,14.17260628,700,0.9875,25,21.5
MKZ,20170917051,65.64,1.817057897,1.68782247,1.362685221,5.066461702,1.238600407,0.790035225,0.812129629,0.889547414,0.106584635,14.12670131,700,0.9875,25,21.5
MKZ,20170917053,69.97,1.337493433,1.478365945,1.199625143,4.364425233,1.232356585,0.754161137,0.779180145,0.882363239,0.104085784,14.24172048,700,0.9875,25,21.5
MKZ,20170917054,65.44,1.443547727,1.577889939,1.211733187,4.550891638,1.302176053,0.755000845,0.738223476,0.875886882,0.131256709,14.34702457,700,0.9875,25,21.5
MKZ,20170917055,63.02,1.635757666,1.709762022,1.296481472,4.864818543,1.318770888,0.737933087,0.712455512,0.868551424,0.137474077,14.46819413,700,0.9875,25,21.5
MKZ,20170917056,60.5,1.731913203,1.749618131,1.290987549,4.978261227,1.35525562,0.766762384,0.720360184,0.878174098,0.150835271,14.30965755,700,0.9875,25,21.5
MKZ,20170917057,60.84,1.55799725,1.529161132,1.315325698,4.633486269,1.162572232,0.774604706,0.848340702,0.911928503,0.0751754,13.77999544,700,0.9875,25,21.5
MKZ,20170917058,51.56,1.605313235,1.626249339,1.304949963,4.753378344,1.246215859,0.756447503,0.772850761,0.892822001,0.109613623,14.07488906,700,0.9875,25,21.5
MKZ,20170917059,69.46,1.577387042,1.591422682,1.268999685,4.665346988,1.254076499,0.781072254,0.79300751,0.910710267,0.112718667,13.79842863,700,0.9875,25,21.5
MKZ,20170917061,73.04,1.387980566,1.446988933,1.215545356,4.454301374,1.190403078,0.78912719,0.844040109,0.879091446,0.086926046,14.29472517,700,0.9875,25,21.5
MKZ,20170917062,73.25,1.501943818,1.591551162,1.21585953,4.584694232,1.308992628,0.776157182,0.754957664,0.897930656,0.133821401,13.99481189,700,0.9875,25,21.5
MKZ,20170917063,63.12,1.518555176,1.592801919,1.228718789,4.654343537,1.296311193,0.775918857,0.762109113,0.880893833,0.129037908,14.26547688,700,0.9875,25,21.5
MKZ,20170917064,61.38,1.682515846,1.66251482,1.314264246,4.851368961,1.264977591,0.770035849,0.775065188,0.898339336,0.116989056,13.98844525,700,0.9875,25,21.5
MKZ,20170917065,66.16,1.295535714,1.546277803,1.082084344,4.312393433,1.428980848,0.774284837,0.689897332,0.87543217,0.176609399,14.35447662,700,0.9875,25,21.5
MKZ,20170917066,62.75,1.632708946,1.565255626,1.368429716,4.751815461,1.143833408,0.762256265,0.848493157,0.908656011,0.067091691,13.8296236,700,0.9875,25,21.5
MKZ,20170917067,61.32,1.318463575,1.473538762,1.181623079,4.360840578,1.247046362,0.757229643,0.773134628,0.871239545,0.109942708,14.42355398,700,0.9875,25,21.5
MKZ,20170917068,55.99,1.772245576,1.696568385,1.349710648,4.978391603,1.256986738,0.773948133,0.783955263,0.898577736,0.11386276,13.98473399,700,0.9875,25,21.5
SPZ,17050901,247.75,1.158858618,1.368544554,1.099813329,3.9732067,1.244342579,0.769932293,0.787812182,0.922482212,0.108870447,13.62234464,1200,2.5077,27,17
SPZ,17050902,240.8,1.318885045,1.402242843,1.220958868,4.233764997,1.148476726,0.770340406,0.854025028,0.924620061,0.069107905,13.5908479,1200,2.5077,27,17
SPZ,17050903,227.33,1.238146346,1.510122616,1.064063132,4.175758464,1.419203965,0.770535004,0.691285863,0.892300434,0.173281778,14.08311611,1200,2.5077,27,17
SPZ,17050904,135.86,1.439283163,1.492583965,1.207225478,4.467872344,1.236375468,0.798765099,0.822581277,0.906055075,0.105695788,13.86932314,1200,2.5077,27,17
SPZ,17050905,114.36,1.088668002,1.321972058,1.088828242,3.876303111,1.214123594,0.756334316,0.793160404,0.910478852,0.096708058,13.80193574,1200,2.5077,27,17
SPZ,17050906,92.51,1.25176581,1.480140836,1.119338308,4.212033835,1.322335549,0.755542115,0.727490159,0.886643934,0.138798008,14.17296182,1200,2.5077,27,17
SPZ,170509020,247.75,1.158858618,1.368544554,1.099813329,3.9732067,1.244342579,0.769932293,0.787812182,0.922482212,0.108870447,13.62234464,1200,2.5077,27,17
SPZ,170509021,240.8,1.318885045,1.402242843,1.220958868,4.233764997,1.148476726,0.770340406,0.854025028,0.924620061,0.069107905,13.5908479,1200,2.5077,27,17
SPZ,170509022,227.33,1.238146346,1.510122616,1.064063132,4.175758464,1.419203965,0.770535004,0.691285863,0.892300434,0.173281778,14.08311611,1200,2.5077,27,17
SPZ,170509023,135.86,1.439283163,1.492583965,1.207225478,4.467872344,1.236375468,0.798765099,0.822581277,0.906055075,0.105695788,13.86932314,1200,2.5077,27,17
SPZ,170509024,114.36,1.088668002,1.321972058,1.088828242,3.876303111,1.214123594,0.756334316,0.793160404,0.910478852,0.096708058,13.80193574,1200,2.5077,27,17
SPZ,170509025,92.51,1.25176581,1.480140836,1.119338308,4.212033835,1.322335549,0.755542115,0.727490159,0.886643934,0.138798008,14.17296182,1200,2.5077,27,17
TTZ,170806001,307.61,1.38165223,1.543678428,1.164829283,4.460857252,1.325240059,0.768386325,0.73823595,0.872513096,0.139873755,14.40250085,3800,3.3243,30,4.7
TTZ,170806002,203.16,1.526272542,1.627142891,1.210458178,4.671675071,1.344237183,0.774919535,0.73399115,0.878813456,0.146844008,14.29924694,3800,3.3243,30,4.7
TTZ,170806003,213.38,1.405001936,1.500272336,1.181491031,4.407966987,1.269812717,0.792640744,0.794779833,0.908678223,0.118870035,13.82928554,3800,3.3243,30,4.7
TTZ,170806004,173.85,1.315287184,1.519775499,1.122131987,4.317168052,1.354364296,0.771253605,0.725056465,0.886814006,0.150513791,14.17024374,3800,3.3243,30,4.7
TTZ,170806005,165.1,1.321774298,1.522244194,1.110972522,4.309481545,1.370190679,0.7815732,0.72627111,0.89436978,0.156186033,14.05053133,3800,3.3243,30,4.7
TTZ,170806006,146.33,1.551129416,1.514955889,1.294476116,4.601188343,1.170323554,0.790959059,0.860514469,0.920699434,0.078478416,13.64872199,3800,3.3243,30,4.7
TTZ,170806007,167.06,1.489412939,1.669972343,1.172578913,4.658323427,1.424187596,0.760613035,0.67999651,0.86251312,0.174981341,14.56948344,3800,3.3243,30,4.7
TTZ,170806008,133.9,1.632794616,1.71803507,1.195125411,4.82152135,1.437535387,0.79521773,0.704332338,0.882618925,0.179499091,14.2375948,3800,3.3243,30,4.7
TTZ,170806009,141.76,1.590627123,1.613547806,1.280293001,4.656771812,1.260295733,0.769975976,0.777883981,0.921739784,0.115160034,13.63331694,3800,3.3243,30,4.7
TTZ,170806010,127.35,1.449886931,1.6190719,1.169269752,4.533365613,1.38468638,0.765866873,0.704225883,0.886548516,0.161315292,14.17448722,3800,3.3243,30,4.7
TTZ,170806011,114.88,1.574658251,1.630166779,1.246665393,4.769859727,1.307621747,0.774826331,0.754453287,0.869731025,0.133306833,14.44857117,3800,3.3243,30,4.7
TTZ,170806121,140.58,1.606233102,1.620413342,1.252280665,4.70826818,1.293969784,0.791554981,0.778873754,0.910533758,0.128148935,13.80110348,3800,3.3243,30,4.7
TTZ,170806122,103.85,1.631023713,1.561001557,1.355014714,4.699058076,1.15201816,0.77110395,0.852243547,0.928214854,0.070639813,13.53821322,3800,3.3243,30,4.7
TTZ,170806123,127.34,1.377530288,1.540530503,1.171572941,4.37027747,1.31492496,0.763240702,0.73904464,0.906343862,0.13604111,13.86490397,3800,3.3243,30,4.7
TTZ,170806124,117.93,1.483141746,1.544598243,1.225498694,4.56692783,1.260383426,0.783527547,0.791519657,0.893602193,0.115194362,14.06260046,3800,3.3243,30,4.7
TTZ,170806125,121.16,1.51528678,1.538245832,1.245530913,4.690460136,1.235012167,0.790887254,0.815367617,0.865513407,0.105150285,14.51897857,3800,3.3243,30,4.7
TTZ,170806126,117.86,1.451007457,1.539480974,1.190286016,4.517094106,1.29337063,0.791851944,0.779526908,0.893637184,0.127921159,14.06204983,3800,3.3243,30,4.7
TTZ,170806127,99.92,1.471104856,1.599006039,1.156565436,4.582487022,1.38254697,0.795469103,0.732577439,0.880341156,0.160562194,14.27443273,3800,3.3243,30,4.7
TTZ,170806128,98.96,1.534400117,1.507425028,1.271376359,4.609946833,1.185663881,0.800624304,0.859760124,0.907311998,0.084946218,13.85010961,3800,3.3243,30,4.7
TTZ,170806129,99.27,1.751421043,1.690236259,1.322217962,4.923788905,1.278334063,0.783682406,0.780559213,0.907823826,0.122165607,13.84230096,3800,3.3243,30,4.7
TTZ,170806130,82.84,1.375376854,1.470753412,1.16295887,4.35308069,1.264665028,0.804113755,0.809565703,0.912090937,0.116867186,13.77754136,3800,3.3243,30,4.7
TTZ,170806131,96.49,1.729417038,1.618940568,1.333365284,4.813332205,1.214176331,0.801160786,0.840132993,0.938032583,0.096729573,13.39651825,3800,3.3243,30,4.7
TTZ,170806132,89.04,1.566399923,1.579061419,1.240261268,4.649685353,1.273168372,0.799816665,0.799861377,0.910469469,0.12017076,13.80207798,3800,3.3243,30,4.7
TTZ,170806133,71.33,1.540672656,1.658685737,1.192127618,4.619413325,1.391365918,0.779154378,0.713004504,0.90729098,0.163657897,13.85043045,3800,3.3243,30,4.7
TTZ,170806134,69.43,1.572375941,1.676988729,1.201594529,4.647908782,1.395636122,0.780312033,0.711879065,0.914641835,0.165148671,13.73911638,3800,3.3243,30,4.7
TTZ,170806135,85.44,1.795354236,1.736301144,1.350185892,4.938432792,1.28597192,0.765828516,0.758246067,0.925085171,0.125098615,13.58401476,3800,3.3243,30,4.7
TTZ,170806136,81.82,1.606510694,1.696919253,1.223171641,4.714410049,1.387310821,0.773989449,0.710348365,0.908319792,0.162237283,13.83474271,3800,3.3243,30,4.7
TTZ,170806137,89.91,1.590703505,1.698657602,1.211823938,4.717462482,1.401736299,0.77275863,0.701920073,0.898218906,0.167269112,13.99032076,3800,3.3243,30,4.7
TTZ,170806138,69.02,1.541387131,1.622068929,1.184149104,4.63541143,1.369818145,0.802483354,0.745904516,0.901457006,0.156053386,13.94006651,3800,3.3243,30,4.7
TTZ,170806139,73.85,1.769292569,1.687928682,1.354486776,4.883877066,1.24617583,0.773874954,0.790681516,0.932137694,0.109597756,13.48123855,3800,3.3243,30,4.7
TTZ,170806140,78.84,1.757122952,1.82353479,1.276098262,5.091300371,1.428992456,0.75509915,0.672797182,0.851833226,0.176613334,14.75214893,3800,3.3243,30,4.7
TTZ,170806141,78.4,1.839899825,1.719460166,1.3730915,5.023752911,1.252254614,0.779296239,0.792355466,0.91610974,0.112000931,13.71710186,3800,3.3243,30,4.7
TTZ,170806142,81.88,1.582313662,1.609944029,1.251214624,4.6367139,1.286704933,0.785506871,0.777286529,0.924872451,0.125379068,13.58713908,3800,3.3243,30,4.7
TTZ,170806143,86.17,1.534462853,1.670042707,1.208603692,4.753491651,1.381795139,0.760229793,0.700505168,0.853376683,0.16029722,14.7254675,3800,3.3243,30,4.7
TTZ,170806144,70.67,1.503689431,1.617596273,1.199195231,4.58494418,1.348901523,0.775172071,0.731691467,0.89887625,0.148538165,13.9800897,3800,3.3243,30,4.7
TTZ,170806145,79.11,1.538158332,1.598900385,1.20209886,4.602734532,1.330090593,0.800275368,0.766069809,0.912386923,0.141664274,13.77307182,3800,3.3243,30,4.7
TTZ,170806146,74.22,1.442291852,1.620132613,1.122461857,4.481807383,1.443374314,0.793105559,0.699619877,0.902311804,0.181459841,13.9268605,3800,3.3243,30,4.7
TTZ,170806147,65.03,1.586622639,1.582183763,1.297676835,4.669716059,1.219243282,0.772769853,0.806993281,0.914329143,0.09879191,13.74381503,3800,3.3243,30,4.7
TTZ,170806148,95.46,1.386514617,1.469127829,1.230640555,4.415254855,1.193791171,0.766891005,0.817928611,0.893763805,0.088336198,14.06005764,3800,3.3243,30,4.7
TTZ,170806149,68.78,1.478361105,1.613311524,1.233620045,4.55425912,1.307786405,0.742815358,0.723192935,0.895684211,0.133368671,14.02991195,3800,3.3243,30,4.7
TTZ,170806150,66.96,1.431805907,1.513614134,1.217815835,4.402762465,1.242892472,0.776760904,0.795726679,0.928204144,0.108294301,13.53836943,3800,3.3243,30,4.7
TTZ,170806151,68.92,1.785058505,1.695266766,1.358776105,4.98835627,1.247642463,0.774937193,0.790836084,0.901461933,0.110178761,13.93999032,3800,3.3243,30,4.7
TTZ,170806152,67.71,1.687289015,1.633575002,1.306519254,4.83842396,1.250326007,0.790559544,0.805047378,0.90571488,0.111239885,13.87453258,3800,3.3243,30,4.7
TTZ,170806153,70.84,1.639744191,1.665458353,1.22734703,4.775633424,1.356957985,0.802185759,0.752694366,0.90349135,0.151448599,13.90867839,3800,3.3243,30,4.7
TTZ,170806154,63.62,1.647938606,1.66185047,1.267126112,4.747302075,1.311511502,0.782580898,0.759743964,0.918876528,0.134765283,13.67579891,3800,3.3243,30,4.7
TTZ,170806155,60.39,1.611610124,1.676334983,1.21080673,4.73942534,1.384477755,0.794007039,0.730211198,0.901609499,0.161241913,13.93770877,3800,3.3243,30,4.7
TTZ,170806156,64.73,1.47162296,1.53723978,1.191117814,4.53071956,1.290585836,0.803711571,0.792909178,0.900890602,0.126860924,13.94883084,3800,3.3243,30,4.7
TTZ,170806157,70.22,1.507359229,1.555456614,1.245441507,4.582232885,1.248919845,0.7781002,0.793251823,0.902136621,0.110684178,13.9295649,3800,3.3243,30,4.7
TTZ,170806159,66.3,1.796845578,1.712159204,1.326267421,5.073450621,1.290960765,0.791289693,0.780427536,0.877230541,0.127003818,14.32504914,3800,3.3243,30,4.7
TTZ,170806160,67.44,1.548716585,1.603331858,1.255530821,4.630727222,1.277015133,0.769345023,0.767070399,0.907576861,0.121657133,13.84606765,3800,3.3243,30,4.7
TTZ,170806161,62.04,1.763538862,1.747233447,1.274916704,4.966213901,1.370468707,0.791684766,0.735517963,0.89855374,0.156285002,13.98510747,3800,3.3243,30,4.7
TTZ,170806162,73.02,1.51653122,1.601885616,1.22784957,4.589890416,1.304626931,0.771036063,0.75248608,0.904600005,0.132180583,13.89163227,3800,3.3243,30,4.7
TTZ,170806163,75.5,1.581247528,1.597265414,1.267746995,4.668163803,1.259924433,0.780890576,0.789143171,0.911837712,0.115014657,13.7813675,3800,3.3243,30,4.7
TTZ,170806164,64.34,1.997520752,1.753724204,1.437080644,5.1708949,1.220338059,0.792590503,0.826949191,0.938792783,0.099236266,13.38567023,3800,3.3243,30,4.7
TTZ,170806165,67.03,1.51900126,1.487079741,1.271367505,4.533283653,1.169669458,0.803438742,0.874580396,0.92884278,0.078200602,13.52906098,3800,3.3243,30,4.7
TTZ,170806166,66.62,1.509323291,1.599786208,1.222375408,4.574144762,1.308751957,0.771819455,0.750876471,0.906509434,0.133731108,13.86237159,3800,3.3243,30,4.7
TTZ,170806167,61.66,1.653491062,1.71042489,1.283034315,4.784000891,1.333109232,0.753458908,0.719621209,0.907881595,0.142774812,13.84142016,3800,3.3243,30,4.7
TTZ,170806168,75.57,1.508271839,1.64617503,1.190177755,4.631049563,1.383133757,0.769824598,0.708659676,0.883752445,0.160768885,14.21933335,3800,3.3243,30,4.7
TTZ,170806238,78.74,1.449255068,1.542806645,1.189575806,4.494820375,1.296938486,0.789661936,0.775232453,0.901425854,0.129275768,13.94054825,3800,3.3243,30,4.7
TTZ,170806239,70.9,1.531821515,1.540646085,1.286906035,4.564456655,1.197170612,0.772606652,0.821698538,0.923931671,0.089738417,13.60097397,3800,3.3243,30,4.7
TTZ,170807005,63.81,1.654903865,1.655525144,1.245985915,4.807526319,1.328686885,0.802276103,0.768796374,0.899786128,0.141146879,13.96595282,3800,3.3243,30,4.7
TTZ,170807006,74.17,1.353837321,1.509300323,1.151954694,4.319043788,1.310208058,0.778673542,0.756702678,0.912013216,0.134277109,13.77871547,3800,3.3243,30,4.7
TTZ,170807007,70.05,1.485740165,1.58753841,1.199625754,4.552174682,1.323361394,0.780140531,0.750592982,0.90097946,0.139178259,13.94745516,3800,3.3243,30,4.7
TTZ,170807008,73.27,1.388043651,1.514370252,1.191301136,4.383318514,1.271190135,0.769395245,0.770635663,0.907835013,0.119404417,13.84213038,3800,3.3243,30,4.7
TTZ,170807009,73.52,1.615036086,1.657098542,1.277689518,4.774858681,1.296949313,0.762796275,0.748851456,0.890166097,0.129279872,14.11688297,3800,3.3243,30,4.7
TTZ,170811101,77.29,1.201125469,1.523297435,1.055301261,4.106788667,1.443471633,0.747183389,0.659066251,0.894939198,0.181492442,14.04159148,3800,3.3243,30,4.7
TTZ,170811102,65.09,1.533220857,1.662335055,1.211616161,4.638000159,1.371998087,0.761239119,0.706443951,0.895680386,0.156829,14.02997186,3800,3.3243,30,4.7
TTZ,170811103,66.68,1.46417175,1.522825627,1.21140449,4.499659014,1.257074445,0.793693215,0.803899555,0.908746349,0.113897194,13.8282488,3800,3.3243,30,4.7
TTZ,170811104,66.76,1.505177402,1.576301832,1.217159061,4.604683922,1.295066424,0.784514496,0.771292392,0.892067885,0.128565527,14.08678737,3800,3.3243,30,4.7
TTZ,170811105,66.95,1.642915731,1.675600479,1.226966123,4.798496189,1.365645267,0.799120442,0.745048346,0.896633258,0.154564707,14.01506191,3800,3.3243,30,4.7
TTZ,170811106,71.58,1.376874777,1.467392549,1.237647628,4.366072959,1.185630317,0.758142985,0.814164091,0.90765819,0.084932166,13.844827,3800,3.3243,30,4.7
TTZ,170811107,63.23,1.146016804,1.418334216,1.039722494,4.039052085,1.364146899,0.777132311,0.725343869,0.88275857,0.15402888,14.23534253,3800,3.3243,30,4.7
ZYZ,170811001,375,1.174704493,1.433334472,1.039286709,4.149285342,1.379152124,0.788579914,0.728020581,0.857416606,0.159364389,14.65608496,3400,7.2429,29,6.5
ZYZ,170811002,259.86,1.269811783,1.371541545,1.160152009,4.223102437,1.182208482,0.798023148,0.859471612,0.894717609,0.083497284,14.04506907,3400,7.2429,29,6.5
ZYZ,170811003,246.4,1.37718764,1.545117869,1.143381335,4.476883693,1.35135831,0.779543587,0.734480051,0.863478159,0.149427805,14.55320032,3400,7.2429,29,6.5
ZYZ,170811004,219.95,1.302114254,1.501594731,1.117372864,4.286197179,1.34386182,0.77606525,0.735281671,0.890665571,0.146707377,14.1089664,3400,7.2429,29,6.5
ZYZ,170811005,178.66,1.521957429,1.614078682,1.219849668,4.599105524,1.323178359,0.772985756,0.743812068,0.904202327,0.139110438,13.89774196,3400,7.2429,29,6.5
ZYZ,170811006,190.78,1.191293517,1.457066646,1.067780562,4.08397333,1.364574987,0.765697715,0.714447076,0.897558673,0.154182036,14.00061187,3400,7.2429,29,6.5
ZYZ,170811007,195.42,1.406216937,1.500236177,1.179276799,4.444549102,1.272166279,0.794834915,0.795505479,0.894554431,0.11978273,14.04763106,3400,7.2429,29,6.5
ZYZ,170811008,177.94,1.309864276,1.545840407,1.110818487,4.330393519,1.391622866,0.762813804,0.69792235,0.877771415,0.163747751,14.3162222,3400,7.2429,29,6.5
ZYZ,170811009,165.28,1.425564501,1.500034359,1.23391642,4.362053482,1.215669339,0.770193629,0.806667532,0.941487946,0.097338233,13.34735157,3400,7.2429,29,6.5
ZYZ,170811010,174.97,1.207635913,1.432336229,1.072191652,4.107949981,1.335895711,0.786354943,0.749473332,0.899281356,0.143797392,13.97379199,3400,7.2429,29,6.5
ZYZ,170811011,168.49,1.386308863,1.528501817,1.168355302,4.364939381,1.30825085,0.776281268,0.755506491,0.914352024,0.133543046,13.7434711,3400,7.2429,29,6.5
ZYZ,170811012,167.05,1.565297297,1.618010034,1.223917246,4.686047871,1.321993002,0.790430283,0.761280197,0.895763284,0.138670961,14.02867346,3400,7.2429,29,6.5
ZYZ,170811013,155.78,1.374365918,1.550616717,1.167490053,4.410982073,1.328162679,0.759179943,0.72778579,0.887649791,0.140953501,14.15690144,3400,7.2429,29,6.5
ZYZ,170811014,141.75,1.602560781,1.6246331,1.2617795,4.719077659,1.287572908,0.781764141,0.773061481,0.904294992,0.125710926,13.89631783,3400,7.2429,29,6.5
ZYZ,170811015,146.82,1.609107522,1.623132004,1.264701798,4.756806394,1.283410846,0.783868275,0.777655954,0.893642835,0.124117325,14.06196091,3400,7.2429,29,6.5
ZYZ,170811016,146.82,1.610691815,1.646573182,1.253990296,4.711377666,1.313066925,0.780076578,0.756415631,0.911856458,0.135347111,13.78108419,3400,7.2429,29,6.5
ZYZ,170811017,142.31,1.699984135,1.674620479,1.300198581,4.87379026,1.287972855,0.780762206,0.771830953,0.8993341,0.125863755,13.97297246,3400,7.2429,29,6.5
ZYZ,170811018,143.16,1.389452719,1.469014113,1.236001829,4.345990534,1.188520986,0.765241812,0.819788752,0.924434372,0.086140817,13.59357786,3400,7.2429,29,6.5
ZYZ,170811019,129.49,1.511846657,1.592012242,1.194323035,4.589774011,1.33298295,0.79513255,0.75949524,0.90185144,0.142728411,13.93396968,3400,7.2429,29,6.5
ZYZ,170811020,146.73,1.463259278,1.602673405,1.191896695,4.588751547,1.344641202,0.766015647,0.725339527,0.873256974,0.14699102,14.39023219,3400,7.2429,29,6.5
ZYZ,170811021,164.16,1.292409565,1.406002701,1.17599049,4.197022473,1.195590196,0.78164616,0.83241131,0.921992606,0.089083198,13.62957851,3400,7.2429,29,6.5
ZYZ,170811022,144.02,1.446141693,1.634109997,1.139031214,4.487084714,1.434649004,0.776951545,0.689538297,0.902593441,0.178526352,13.92251487,3400,7.2429,29,6.5
ZYZ,170811023,129.48,1.329103531,1.488953105,1.120848253,4.265167545,1.328416314,0.796399489,0.763320438,0.918113734,0.141047077,13.68716113,3400,7.2429,29,6.5
ZYZ,170811024,133.14,1.672981599,1.544051149,1.378558902,4.770293303,1.12004728,0.785966715,0.893465767,0.923869996,0.056624813,13.60188194,3400,7.2429,29,6.5
ZYZ,170811025,130.68,1.495556438,1.601616419,1.236277892,4.591789555,1.295514891,0.755315142,0.7423281,0.891350924,0.128735776,14.09811812,3400,7.2429,29,6.5
ZYZ,170811026,138.87,1.399815788,1.541450612,1.191598388,4.410050717,1.293599108,0.762098955,0.750104511,0.904468786,0.128008032,13.89364765,3400,7.2429,29,6.5
ZYZ,170811027,108.95,1.380105631,1.557219931,1.157356934,4.382701646,1.345496696,0.765764195,0.724640394,0.902897349,0.147302146,13.91782867,3400,7.2429,29,6.5
ZYZ,170811028,118.76,1.509463948,1.506859571,1.284019092,4.665387346,1.173549194,0.780150664,0.846422699,0.871479538,0.079845993,14.41958194,3400,7.2429,29,6.5
ZYZ,170811029,137.33,1.462188692,1.54484243,1.189196514,4.531244826,1.299064042,0.795913011,0.78009081,0.894907667,0.130080779,14.04208621,3400,7.2429,29,6.5
ZYZ,170811030,137.15,1.606554353,1.635991105,1.2500356,4.716782745,1.308755611,0.785583049,0.764264462,0.907430852,0.133732479,13.84829553,3400,7.2429,29,6.5
ZYZ,170811031,117.13,1.692408705,1.809425186,1.253496319,5.010724531,1.443502592,0.746176481,0.658163974,0.847059776,0.181502812,14.83528196,3400,7.2429,29,6.5
ZYZ,170811032,115.65,1.338778813,1.451433641,1.193918209,4.297396973,1.215689341,0.772568631,0.809141693,0.910977704,0.097346382,13.7943778,3400,7.2429,29,6.5
ZYZ,170811033,120.09,1.631065857,1.635245595,1.266717509,4.773211338,1.290931548,0.787424159,0.776632641,0.89962193,0.126992685,13.96850187,3400,7.2429,29,6.5
ZYZ,170811034,122.02,1.530626511,1.615098697,1.235430734,4.628221781,1.307316268,0.767099612,0.747104266,0.89794714,0.133192087,13.99455497,3400,7.2429,29,6.5
ZYZ,170811036,116.98,1.836847568,1.814057156,1.350756613,5.066289847,1.342993355,0.749626704,0.710691798,0.899296528,0.146391092,13.97355625,3400,7.2429,29,6.5
ZYZ,170811037,123.15,1.446081566,1.571367053,1.223432401,4.487105161,1.284392216,0.752203187,0.745671634,0.902547688,0.124493602,13.92322065,3400,7.2429,29,6.5
ZYZ,170811038,127.4,1.509524182,1.662129776,1.190287521,4.675522871,1.396410318,0.762997763,0.695697326,0.867739899,0.165418382,14.48172502,3400,7.2429,29,6.5
ZYZ,170811039,118.55,1.373777896,1.668649178,1.129322716,4.493392724,1.477566292,0.729009892,0.628198023,0.855022676,0.192756211,14.6971197,3400,7.2429,29,6.5
ZYZ,170811040,111.5,1.600611148,1.635129687,1.271830668,4.694361885,1.285650463,0.769669613,0.762239673,0.912730513,0.124975567,13.76788706,3400,7.2429,29,6.5
ZYZ,170811041,128.12,1.462265753,1.555455863,1.198601939,4.525842891,1.297725135,0.784320634,0.769522004,0.897092498,0.129573869,14.0078873,3400,7.2429,29,6.5
ZYZ,170811042,102.49,1.815768587,1.796531026,1.335989793,5.025445439,1.344719125,0.756523872,0.716310263,0.903485606,0.147019369,13.90876681,3400,7.2429,29,6.5
