Site,ID,standard.length,relative.otolith.area,relative.otolith.length,relative.otolith.width,relative.otolith.perimeter,Aspect ratio,Rectangularity,Roundness,Form factor,Ellipticity,Circularity,Altitude,Average river gradient,Latitude,Annual average temperature
LKZ,20170517057,131.07,1.366576623,1.521574304,1.158428758,4.496922248,1.313481121,0.775303048,0.75154982,0.849206078,0.135501915,14.79778694,800,2.0667,25,20.2
LKZ,20170517058,121.68,1.39878024,1.523680301,1.186810619,4.441090713,1.283844513,0.773524747,0.767135184,0.891210028,0.124283642,14.10034697,800,2.0667,25,20.2
LKZ,20170517059,104.45,1.5655577,1.583111853,1.293447892,4.673009037,1.223947144,0.764554662,0.795345807,0.900918906,0.100698051,13.94839261,800,2.0667,25,20.2
LKZ,20170517060,102.1,1.483317418,1.626365017,1.212320765,4.615993058,1.341530281,0.752312934,0.714016367,0.874809854,0.145857726,14.364688,800,2.0667,25,20.2
LKZ,20170517061,106.35,1.499885583,1.580814747,1.271286662,4.593397389,1.243476231,0.746334747,0.764198695,0.893305394,0.108526325,14.06727274,800,2.0667,25,20.2
LKZ,20170517062,156.56,1.386559733,1.547796258,1.222619917,4.439798629,1.265966828,0.732712035,0.736921314,0.883938199,0.117374546,14.21634524,800,2.0667,25,20.2
LKZ,20170517063,120.23,1.294304721,1.448478132,1.177656836,4.242070111,1.229966224,0.758762458,0.785457639,0.903838247,0.103125429,13.90334018,800,2.0667,25,20.2
LKZ,20170517064,110.87,1.56824186,1.61271301,1.256982439,4.77853359,1.283003612,0.773618314,0.767730831,0.863045355,0.123961088,14.56049851,800,2.0667,25,20.2
LKZ,20170517065,140.34,1.382828871,1.591693035,1.119405241,4.483431502,1.421909579,0.776107332,0.694960187,0.864484527,0.174205339,14.53625857,800,2.0667,25,20.2
LKZ,20170517066,132.45,1.482178349,1.487622051,1.315621514,4.546900281,1.130737097,0.757315579,0.852757149,0.90090598,0.061357685,13.94859274,800,2.0667,25,20.2
LKZ,20170517067,128.88,2.01334356,1.869969596,1.356231679,5.588189707,1.378798051,0.793870127,0.733092739,0.810187376,0.159239264,15.51044979,800,2.0667,25,20.2
LKZ,20170517068,107.85,1.431401275,1.492311864,1.257927694,4.517489868,1.18632563,0.762511029,0.818374964,0.8814078,0.085223183,14.2571584,800,2.0667,25,20.2
LKZ,20170517069,115.35,1.554169717,1.64321481,1.279029682,4.662655035,1.284735478,0.739474971,0.732858079,0.898342064,0.12462514,13.98840277,800,2.0667,25,20.2
LKZ,20170517070,97.24,1.881886377,1.734210329,1.407297843,5.218679203,1.232298008,0.771090953,0.796709471,0.86832451,0.104062275,14.47197501,800,2.0667,25,20.2
LKZ,20170517071,105.28,1.573393493,1.679623697,1.239765288,4.79450458,1.35479168,0.755589448,0.71010649,0.86012137,0.150667969,14.60999697,800,2.0667,25,20.2
LKZ,20170517072,90.5,1.614047175,1.5944365,1.352383154,4.801106563,1.178982817,0.748530057,0.808373163,0.879920422,0.082140536,14.28125806,800,2.0667,25,20.2
LKZ,20170517073,101.8,1.7746576,1.723944243,1.380476388,5.023936889,1.248803861,0.745696964,0.760288219,0.883560082,0.110638311,14.22242908,800,2.0667,25,20.2
LKZ,20170517074,123.14,1.324275079,1.546163384,1.138344401,4.297406114,1.358256238,0.752400623,0.705305965,0.901104743,0.151915739,13.945516,800,2.0667,25,20.2
LKZ,20170517075,114.37,1.359733796,1.45731986,1.184038881,4.373125577,1.230804058,0.788012388,0.815181366,0.893469762,0.103462273,14.06468484,800,2.0667,25,20.2
LKZ,20170517076,95.27,1.565281998,1.62374992,1.259615922,4.670411025,1.289083356,0.765306331,0.755900137,0.901762661,0.126287824,13.93534147,800,2.0667,25,20.2
LKZ,20170517077,97.96,1.798335636,1.768566555,1.34449356,4.994447078,1.315414672,0.756293932,0.732045463,0.905953241,0.136223837,13.87088212,800,2.0667,25,20.2
LKZ,20170517078,83.27,1.839869653,1.779005243,1.32931607,5.281232241,1.338286118,0.77800354,0.740189157,0.828946283,0.144672679,15.15945107,800,2.0667,25,20.2
LKZ,20170517079,94.1,1.666080706,1.644428192,1.298860612,4.829384097,1.266054399,0.780043055,0.784469976,0.897681766,0.117408655,13.99869206,800,2.0667,25,20.2
LKZ,20170517080,101.95,1.535660276,1.614185937,1.25807123,4.654258122,1.283064026,0.756199455,0.7504092,0.890848973,0.12398427,14.10606174,800,2.0667,25,20.2
LKZ,20170517081,105.38,1.643725857,1.626364271,1.35516041,4.905381985,1.200126759,0.745797385,0.791232023,0.858407666,0.090961468,14.63916402,800,2.0667,25,20.2
LKZ,20170517082,106.91,1.62018052,1.66445199,1.30986352,4.818480706,1.270706424,0.743132211,0.744613626,0.876905959,0.119216831,14.33035148,800,2.0667,25,20.2
LKZ,20170517083,104.43,1.654195135,1.728676187,1.251642746,4.83254441,1.381125878,0.764526781,0.704805945,0.890112491,0.160061205,14.11773314,800,2.0667,25,20.2
LKZ,20170517084,106.24,1.399456172,1.565790671,1.190536854,4.41620325,1.315197145,0.750728247,0.726778411,0.901718666,0.13614268,13.93602139,800,2.0667,25,20.2
LKZ,20170517085,106.12,1.296810831,1.501805246,1.134375937,4.29038045,1.323904357,0.761212667,0.732081637,0.885309008,0.139379384,14.19433272,800,2.0667,25,20.2
LKZ,20170517086,90.3,1.803257839,1.725183734,1.327046108,5.050916241,1.30001793,0.787655775,0.771431268,0.888233931,0.130441561,14.14759128,800,2.0667,25,20.2
LKZ,20170517087,96.65,1.705000675,1.682256485,1.353557533,4.927637983,1.242840769,0.748782393,0.767096942,0.882382388,0.108273745,14.24141142,800,2.0667,25,20.2
LKZ,20170517088,80.43,1.735506703,1.763916073,1.296602,4.963626936,1.360414432,0.758825105,0.710199854,0.885192843,0.152691166,14.19619545,800,2.0667,25,20.2
LKZ,20170517089,93.55,1.644859082,1.685015927,1.269034189,4.819377642,1.327793957,0.769221411,0.737616793,0.889931633,0.140817427,14.12060225,800,2.0667,25,20.2
LKZ,20170517090,91.28,1.792827247,1.722714591,1.354672507,5.01959685,1.271683438,0.768229172,0.769169223,0.894150516,0.119595641,14.0539768,800,2.0667,25,20.2
LKZ,20170517092,94.61,1.581785557,1.609905595,1.29810764,4.771448129,1.240194222,0.756896488,0.777064207,0.873086064,0.107220267,14.39304914,800,2.0667,25,20.2
LKZ,20170517093,92.51,1.774012654,1.697400524,1.305513089,5.011446361,1.300178863,0.800554957,0.783967697,0.887647235,0.130502401,14.15694221,800,2.0667,25,20.2
LKZ,20170517094,98.71,1.61768276,1.690097328,1.255411524,4.80890976,1.346249653,0.762422196,0.721074347,0.879042689,0.147575793,14.29551804,800,2.0667,25,20.2
LKZ,20170517095,101.08,1.740939729,1.764554394,1.28583173,4.949073699,1.372305841,0.76729885,0.711907804,0.89319392,0.156938382,14.06902839,800,2.0667,25,20.2
LKZ,20170517096,108.04,1.575152533,1.678924054,1.260192356,4.784533778,1.332276018,0.744482894,0.711493,0.864675652,0.142468565,14.53304553,800,2.0667,25,20.2
LKZ,20170914001,228.29,1.377334366,1.572506686,1.12642722,4.528961046,1.396012683,0.777577609,0.709193099,0.843824396,0.165279878,14.8921632,800,2.0667,25,20.2
LKZ,20170914002,199.89,1.649505244,1.610130204,1.323355786,4.763508161,1.216702433,0.774133895,0.810105956,0.913502494,0.097758919,13.75625211,800,2.0667,25,20.2
LKZ,20170914003,177.6,1.513559647,1.669884847,1.196085094,4.707863198,1.396125456,0.75779361,0.691093187,0.858147093,0.165319163,14.64360915,800,2.0667,25,20.2
LKZ,20170914004,162.83,1.675684213,1.636315198,1.327209427,4.837220212,1.232899017,0.771588518,0.796834939,0.899933304,0.104303426,13.96366881,800,2.0667,25,20.2
LKZ,20170914005,166.52,1.531428474,1.507937115,1.254915629,4.581181803,1.201624301,0.809280282,0.857512333,0.9169624,0.091579794,13.70434667,800,2.0667,25,20.2
LKZ,20170914006,158.05,1.414366176,1.507376218,1.220104115,4.386691935,1.235448844,0.769030051,0.792553635,0.923628773,0.105325087,13.60543433,800,2.0667,25,20.2
LKZ,20170914007,170.55,1.325685573,1.452288058,1.170045269,4.34583827,1.24122382,0.78016255,0.80028581,0.882070452,0.107630402,14.24644777,800,2.0667,25,20.2
LKZ,20170914008,143.74,1.421418353,1.519855531,1.205642876,4.476629087,1.260618348,0.775712743,0.783479109,0.891311599,0.11528631,14.09874014,800,2.0667,25,20.2
LKZ,20170914009,131.32,1.58145904,1.573699413,1.244755889,4.635827884,1.264263481,0.807331645,0.813063567,0.924726291,0.11671057,13.58928662,800,2.0667,25,20.2
LKZ,20170916001,227.72,1.645887158,1.705667245,1.249774842,4.763074901,1.364779629,0.772100741,0.720313503,0.911664615,0.154255231,13.78398416,800,2.0667,25,20.2
LKZ,20170916002,187.64,1.388269855,1.508665602,1.211374668,4.447235942,1.245416172,0.759630541,0.776601161,0.882070739,0.109296519,14.24644312,800,2.0667,25,20.2
LKZ,20170916003,192.95,1.448831578,1.550177016,1.213719955,4.443560292,1.277211444,0.770048568,0.767653854,0.922073653,0.121732852,13.62838053,800,2.0667,25,20.2
LKZ,20170916004,162.64,1.361397289,1.536826885,1.172348313,4.521719622,1.310896146,0.755619695,0.73391388,0.836734134,0.134534884,15.01835541,800,2.0667,25,20.2
LKZ,20170916005,150.97,1.446728958,1.56905085,1.244615978,4.420133849,1.260670663,0.740823557,0.748209565,0.930521039,0.115306784,13.50466038,800,2.0667,25,20.2
LKZ,20170916006,143.28,1.565715503,1.579275017,1.227042691,4.59504798,1.287057923,0.807970331,0.799295633,0.931842716,0.125514059,13.48550608,800,2.0667,25,20.2
LKZ,20170916007,64.48,1.633681887,1.657719698,1.288023716,4.828230363,1.287025757,0.765125253,0.756929474,0.880646052,0.12550176,14.26949067,800,2.0667,25,20.2
MKZ,20170913007,267.32,1.256905255,1.462579034,1.138494007,4.185993199,1.284661162,0.754835731,0.748124665,0.901395466,0.124596665,13.94101822,700,0.9875,25,21.5
MKZ,20170913008,235.49,1.425672127,1.523755377,1.243394914,4.525739968,1.225479821,0.752480623,0.781806497,0.87468228,0.101317396,14.36678313,700,0.9875,25,21.5
MKZ,20170913009,189.48,1.538597511,1.637633969,1.215452242,4.665104053,1.347345385,0.772983615,0.730468458,0.888407507,0.147973701,14.14482714,700,0.9875,25,21.5
MKZ,20170913010,178.2,1.367969469,1.433130971,1.224461045,4.339098861,1.170417774,0.779552826,0.84803692,0.91303448,0.07851842,13.76330346,700,0.9875,25,21.5
MKZ,20170913011,179.88,1.503293628,1.4822309,1.272658302,4.530467791,1.164673108,0.796922592,0.871208712,0.920380876,0.076072968,13.65344602,700,0.9875,25,21.5
MKZ,20170913012,174.51,1.629362048,1.640114126,1.299398281,4.763454166,1.262210478,0.764541808,0.771222296,0.90236757,0.115908966,13.92599982,700,0.9875,25,21.5
MKZ,20170913013,191.44,1.515427725,1.470422105,1.306152938,4.570773079,1.125765645,0.789040279,0.892403575,0.911519095,0.059162517,13.78618472,700,0.9875,25,21.5
MKZ,20170913014,163.43,1.319186638,1.539908944,1.13177038,4.486896872,1.360619584,0.756925051,0.70831474,0.82342478,0.152764802,15.26110329,700,0.9875,25,21.5
MKZ,20170913015,163.39,1.509996175,1.558924626,1.272664426,4.540787201,1.224929836,0.761091418,0.791107917,0.920287264,0.101095249,13.65483486,700,0.9875,25,21.5
MKZ,20170913016,150.03,1.524219692,1.548179086,1.285054271,4.597305201,1.204757745,0.766134293,0.809683509,0.906255718,0.092870859,13.8662525,700,0.9875,25,21.5
MKZ,20170913017,149.94,1.490911992,1.534287262,1.265033109,4.590245738,1.212843562,0.768145404,0.806396748,0.889180643,0.096185544,14.13252831,700,0.9875,25,21.5
MKZ,20170913018,146.53,1.331697331,1.445106656,1.21034596,4.298231434,1.193961647,0.761370601,0.811924872,0.905807269,0.088407036,13.87311743,700,0.9875,25,21.5
MKZ,20170913019,151.4,1.492452328,1.585312532,1.229260499,4.652578192,1.289647339,0.765846353,0.756102721,0.866409031,0.126503036,14.50397003,700,0.9875,25,21.5
MKZ,20170913020,144.17,1.359897476,1.575889014,1.159278791,4.415573202,1.359370176,0.744376492,0.697212284,0.876479684,0.152316148,14.33732105,700,0.9875,25,21.5
MKZ,20170913021,141.32,1.59366789,1.582174655,1.267797317,4.686168518,1.247971291,0.794499395,0.810585992,0.911951794,0.110308923,13.7796435,700,0.9875,25,21.5
MKZ,20170913022,136.5,1.605884253,1.591786643,1.285730448,4.691670557,1.238040715,0.784656279,0.806964902,0.91678835,0.106361208,13.70694841,700,0.9875,25,21.5
MKZ,20170913023,138.99,1.554916032,1.658739712,1.224694396,4.66254099,1.354411123,0.765422049,0.719549334,0.898817417,0.150530687,13.98100478,700,0.9875,25,21.5
MKZ,20170913024,145.29,1.486096929,1.625032115,1.238202623,4.581605068,1.312412108,0.738573071,0.716528318,0.889655155,0.135102263,14.1249905,700,0.9875,25,21.5
MKZ,20170913025,135.26,1.429602078,1.515278133,1.19571796,4.437477652,1.267253804,0.789030993,0.792757898,0.912331515,0.117875556,13.77390829,700,0.9875,25,21.5
MKZ,20170913026,141.14,1.425245805,1.407456527,1.292104691,4.455650708,1.089274373,0.783713051,0.916072637,0.902147105,0.042729846,13.92940303,700,0.9875,25,21.5
MKZ,20170913027,136.74,1.543895886,1.527849266,1.318615616,4.59190303,1.158676757,0.766336102,0.842106673,0.920115735,0.073506493,13.65738042,700,0.9875,25,21.5
MKZ,20170913028,143.44,1.556135606,1.518540155,1.296693999,4.564166905,1.171085974,0.790284854,0.859221227,0.938716105,0.078802026,13.38676363,700,0.9875,25,21.5
MKZ,20170913029,139.95,1.610618245,1.582739946,1.282894084,4.694121187,1.233726124,0.79321743,0.818622366,0.918531138,0.104635086,13.68094133,700,0.9875,25,21.5
MKZ,20170913030,138.18,1.591951086,1.636008656,1.306934756,4.739063207,1.25179061,0.744543737,0.757301198,0.890747437,0.11181795,14.10766969,700,0.9875,25,21.5
MKZ,20170913031,137.82,1.615671016,1.53528595,1.33181754,4.70282913,1.152774989,0.790167073,0.872739237,0.918003631,0.070966538,13.68880274,700,0.9875,25,21.5
MKZ,20170913032,135.18,1.605453785,1.581756604,1.261628003,4.717832106,1.253742466,0.804501452,0.817012337,0.90640587,0.112587161,13.86395547,700,0.9875,25,21.5
MKZ,20170913033,130.62,1.545749458,1.540257918,1.322767559,4.656391551,1.164420693,0.758686083,0.829587733,0.89588029,0.07596522,14.02684126,700,0.9875,25,21.5
MKZ,20170913034,129.64,1.566414574,1.594952802,1.299120159,4.707941988,1.227717691,0.755978697,0.784009205,0.888084671,0.102220174,14.14996906,700,0.9875,25,21.5
MKZ,20170913035,120.46,1.783725481,1.731332042,1.327018147,4.990578376,1.304678497,0.776373651,0.757665307,0.899986758,0.1322,13.96283946,700,0.9875,25,21.5
MKZ,20170913036,108.95,1.677170399,1.680455785,1.337714392,4.842589145,1.256214178,0.746082235,0.756193826,0.898735309,0.113559333,13.98228209,700,0.9875,25,21.5
MKZ,20170913037,114.41,1.762877226,1.694195766,1.350076301,4.940403866,1.254888901,0.770726269,0.781996847,0.907626203,0.113038341,13.84531492,700,0.9875,25,21.5
MKZ,20170913038,109.64,1.634431548,1.607161059,1.344106368,4.738138321,1.195709727,0.756612822,0.805671596,0.914873674,0.089132787,13.73563474,700,0.9875,25,21.5
MKZ,20170913039,91.35,1.243388756,1.40801486,1.151592802,4.142838525,1.222667298,0.766832932,0.798550853,0.910375974,0.10018022,13.80349546,700,0.9875,25,21.5
MKZ,20170913040,101.35,1.210741507,1.506466812,1.074027219,4.115455401,1.402633737,0.74830143,0.679269967,0.898308473,0.167580156,13.98892584,700,0.9875,25,21.5
MKZ,20170913041,91.95,1.479390836,1.588072864,1.255876003,4.53256482,1.26451406,0.741763975,0.746882344,0.904908653,0.11680831,13.88689408,700,0.9875,25,21.5
MKZ,20170913043,84.19,1.445824609,1.492093972,1.254733431,4.490584426,1.189172086,0.772267871,0.826862659,0.900989531,0.086412616,13.94729925,700,0.9875,25,21.5
MKZ,20170913044,81.97,1.353135384,1.473752779,1.187919973,4.346877859,1.240616214,0.772910895,0.793235415,0.89990412,0.10738841,13.96412166,700,0.9875,25,21.5
MKZ,20170913045,82.75,1.476442717,1.548216145,1.235202547,4.521253512,1.253410745,0.772052496,0.784266269,0.907629802,0.112456527,13.84526002,700,0.9875,25,21.5
MKZ,20170913046,85,1.249898947,1.393068908,1.160558586,4.186807983,1.200343459,0.773099218,0.820049036,0.896022012,0.091050994,14.02462265,700,0.9875,25,21.5
MKZ,20170913047,81.97,1.342435009,1.533088623,1.142951577,4.350421564,1.34134171,0.76612243,0.727225111,0.891333948,0.145788933,14.09838663,700,0.9875,25,21.5
MKZ,20170913048,85.1,1.479145313,1.499807366,1.267337132,4.542358048,1.183432039,0.778185618,0.837240052,0.900861397,0.084010876,13.94928305,700,0.9875,25,21.5
MKZ,20170913049,79.19,1.604239162,1.545195922,1.293093122,4.750851734,1.194961056,0.802889464,0.855484462,0.8931739,0.088822102,14.06934373,700,0.9875,25,21.5
MKZ,20170913050,84.93,1.521236439,1.522982906,1.25810502,4.628189261,1.210537182,0.793934722,0.835058269,0.892450964,0.095242543,14.0807407,700,0.9875,25,21.5
MKZ,20170913051,84.43,1.350333032,1.51234838,1.188468364,4.311195889,1.272518837,0.751279296,0.751704793,0.912967342,0.119919286,13.76431558,700,0.9875,25,21.5
MKZ,20170913052,85.78,1.359509543,1.577752892,1.151751556,4.394821663,1.369872594,0.748142743,0.695367533,0.88452398,0.156072776,14.2069304,700,0.9875,25,21.5
MKZ,20170913053,81.48,1.194696638,1.408422594,1.139594521,4.129050011,1.235898004,0.744345052,0.766834764,0.88057676,0.105504814,14.27061352,700,0.9875,25,21.5
MKZ,20170913054,70.25,1.774520185,1.588148269,1.489824715,4.997562358,1.065996726,0.749988706,0.895795696,0.892841491,0.031944255,14.07458181,700,0.9875,25,21.5
MKZ,20170913055,76.66,1.661544093,1.637932505,1.297258941,4.814543393,1.262610303,0.781968388,0.788551362,0.900765044,0.116065194,13.95077517,700,0.9875,25,21.5
MKZ,20170913057,80.08,1.504659827,1.601079575,1.204631729,4.540465749,1.329102942,0.780137422,0.747347541,0.917164807,0.141300299,13.70132228,700,0.9875,25,21.5
MKZ,20170913058,79.35,1.291610886,1.461671656,1.196866247,4.286742844,1.221248957,0.738305752,0.769736648,0.883256206,0.099605655,14.22732218,700,0.9875,25,21.5
MKZ,20170913059,75.03,1.49958931,1.635188417,1.216037116,4.630429886,1.344686273,0.754149944,0.714079968,0.878900223,0.147007417,14.29783527,700,0.9875,25,21.5
MKZ,20170913060,73.32,1.702885425,1.720566105,1.259768604,4.968003261,1.365779477,0.785639453,0.732407564,0.867024856,0.154612668,14.49366824,700,0.9875,25,21.5
MKZ,20170913061,72.2,1.369305619,1.516575851,1.188705102,4.42364982,1.275821773,0.759560073,0.758022744,0.879323689,0.121196561,14.2909497,700,0.9875,25,21.5
MKZ,20170913062,86.36,1.483426831,1.516125925,1.25665506,4.556711583,1.206477396,0.778600667,0.821685646,0.897786173,0.093577843,13.99706411,700,0.9875,25,21.5
MKZ,20170913063,87.6,1.431269636,1.568058306,1.193971649,4.513602172,1.313312847,0.76447843,0.74115179,0.882845619,0.13543903,14.23393891,700,0.9875,25,21.5
MKZ,20170913064,80.04,1.405649361,1.483777618,1.20867412,4.425488565,1.227607668,0.783788633,0.812923141,0.901912524,0.102175833,13.93302596,700,0.9875,25,21.5
MKZ,20170913065,78.49,1.545589613,1.540423008,1.249474125,4.65335804,1.232857069,0.803021045,0.829324157,0.896955951,0.104286599,14.01001978,700,0.9875,25,21.5
MKZ,20170913066,75.13,1.539169554,1.602085444,1.278709072,4.684074648,1.252892843,0.751327081,0.763528467,0.881553579,0.112252495,14.25480075,700,0.9875,25,21.5
MKZ,20170913067,78.05,1.357178714,1.568382799,1.149869394,4.458818822,1.363966036,0.752551896,0.702494643,0.857841894,0.153964156,14.64881897,700,0.9875,25,21.5
MKZ,20170913068,66.05,1.647673628,1.657948382,1.31046858,4.797453032,1.265156912,0.758356778,0.763201647,0.899621014,0.11705896,13.9685161,700,0.9875,25,21.5
MKZ,20170913069,70.27,1.451552927,1.478399663,1.282661086,4.482077962,1.152603505,0.765471634,0.845588922,0.907995983,0.070892528,13.83967645,700,0.9875,25,21.5
MKZ,20170913070,72.81,1.525479634,1.562407731,1.277639832,4.656260781,1.222885896,0.764193944,0.795660456,0.884182035,0.100268708,14.21242472,700,0.9875,25,21.5
MKZ,20170913071,73.4,1.698472778,1.670577877,1.294658549,4.878544824,1.290361755,0.785301851,0.774881438,0.896784009,0.126775499,14.01270595,700,0.9875,25,21.5
MKZ,20170913072,75.01,1.532547554,1.610777567,1.21876692,4.678265046,1.321645296,0.780652453,0.752060766,0.879942263,0.138541963,14.28090357,700,0.9875,25,21.5
MKZ,20170913073,67.5,1.787853426,1.647871871,1.415514245,4.978876871,1.16415068,0.76646835,0.838291666,0.906314655,0.075849931,13.86535078,700,0.9875,25,21.5
MKZ,20170913074,80.36,1.332734918,1.549135463,1.142575445,4.338926865,1.355827722,0.752955819,0.707090664,0.889588133,0.151041487,14.12605469,700,0.9875,25,21.5
MKZ,20170913077,77.3,1.395763628,1.483675649,1.178728959,4.505245448,1.258708067,0.798103021,0.807316926,0.864141431,0.114538072,14.54203,700,0.9875,25,21.5
MKZ,20170913078,68.77,1.624288208,1.69414877,1.244454372,4.807560158,1.361358687,0.770428906,0.720559951,0.883127687,0.153029986,14.22939264,700,0.9875,25,21.5
MKZ,20170913079,71.26,1.2316907,1.384536734,1.170607473,4.185211522,1.182750637,0.759951519,0.818093261,0.883642716,0.083724927,14.22109908,700,0.9875,25,21.5
MKZ,20170913080,59.33,1.449711171,1.511013538,1.245518029,4.492608499,1.213160711,0.7703057,0.808453216,0.902597655,0.096315062,13.92244988,700,0.9875,25,21.5
MKZ,20170913081,57.9,1.560529981,1.615930454,1.261478396,4.706706946,1.280981473,0.765543078,0.760916329,0.885212756,0.123184461,14.19587611,700,0.9875,25,21.5
MKZ,20170913082,57.68,1.436572038,1.614564936,1.188278782,4.501338686,1.358742545,0.748778817,0.701659637,0.890951146,0.15209059,14.10444407,700,0.9875,25,21.5
MKZ,20170913083,56.38,1.511515097,1.706252936,1.21510483,4.760599899,1.40420225,0.72904667,0.661052245,0.838106072,0.168123231,14.99377111,700,0.9875,25,21.5
MKZ,20170913084,62.66,1.719680665,1.71333609,1.352896729,4.989585954,1.266420454,0.741891847,0.745886593,0.868017849,0.117551204,14.47708781,700,0.9875,25,21.5
MKZ,20170913085,65.58,1.252640632,1.452346963,1.144411697,4.197004922,1.269077349,0.753657154,0.756128925,0.893629304,0.118584476,14.06217383,700,0.9875,25,21.5
MKZ,20170913086,58.74,1.557200833,1.618850156,1.22998582,4.664963762,1.316153511,0.782056034,0.756556633,0.899203404,0.136499377,13.97500338,700,0.9875,25,21.5
MKZ,20170913087,56.05,1.503982543,1.56901928,1.253607048,4.646931876,1.251603748,0.764633093,0.777850891,0.875225672,0.111744239,14.35786337,700,0.9875,25,21.5
MKZ,20170917002,237.49,1.197520085,1.416208615,1.089326073,4.106752184,1.300077773,0.776242962,0.760218547,0.892268737,0.130464185,14.08361639,700,0.9875,25,21.5
MKZ,20170917003,231.64,1.43355189,1.469964671,1.25021512,4.406000804,1.175769392,0.780048801,0.844714097,0.92797043,0.080784936,13.54177914,700,0.9875,25,21.5
MKZ,20170917004,172.97,1.270248518,1.492037646,1.109144728,4.208439511,1.345214568,0.76757478,0.72650608,0.901273044,0.147199567,13.94291185,700,0.9875,25,21.5
MKZ,20170917005,163.89,1.536033128,1.566385411,1.239931541,4.642281964,1.263283786,0.79086844,0.797101161,0.895668738,0.116328225,14.03015432,700,0.9875,25,21.5
MKZ,20170917006,155.55,1.457074959,1.539617185,1.258842945,4.489131315,1.223041517,0.751791817,0.78264806,0.908588299,0.100331692,13.83065424,700,0.9875,25,21.5
MKZ,20170917007,146.99,1.576470375,1.645136652,1.271061594,4.664656058,1.294301283,0.753906069,0.741638004,0.910450678,0.128274907,13.80236285,700,0.9875,25,21.5
MKZ,20170917008,144.34,1.582336918,1.53544743,1.296993581,4.659534281,1.183851218,0.794559057,0.85455334,0.915848846,0.084186696,13.72100939,700,0.9875,25,21.5
MKZ,20170917009,157.02,1.39674143,1.499264819,1.16465041,4.407679322,1.287308884,0.799911759,0.791169312,0.903453696,0.125610006,13.90925807,700,0.9875,25,21.5
MKZ,20170917010,157.57,1.409044313,1.582338579,1.176491229,4.465655707,1.344964195,0.756896577,0.716532571,0.887899971,0.147108513,14.15291252,700,0.9875,25,21.5
MKZ,20170917011,153.37,1.41944818,1.496065119,1.197855411,4.444047742,1.248953008,0.792071972,0.807474221,0.903175139,0.110697292,13.91354796,700,0.9875,25,21.5
MKZ,20170917012,154.59,1.510294525,1.542874292,1.251664847,4.580843364,1.232657684,0.78206536,0.807812709,0.904441805,0.104206608,13.8940621,700,0.9875,25,21.5
MKZ,20170917013,175.32,1.334989148,1.563506902,1.178575751,4.365654141,1.326607051,0.724470042,0.695325647,0.880215366,0.14037912,14.27647266,700,0.9875,25,21.5
MKZ,20170917014,151.03,1.281469341,1.421243217,1.17749742,4.221659718,1.207003254,0.765737385,0.807758485,0.903548845,0.093793814,13.90779335,700,0.9875,25,21.5
MKZ,20170917015,153.39,1.530136381,1.619185098,1.268962576,4.69370525,1.275991214,0.744705959,0.743100004,0.872787219,0.121261986,14.39797736,700,0.9875,25,21.5
MKZ,20170917016,133.87,1.554732889,1.542472929,1.301180932,4.605243518,1.185440772,0.774641116,0.832014324,0.921213831,0.084852802,13.64110067,700,0.9875,25,21.5
MKZ,20170917017,149.29,1.453128487,1.560010706,1.198420794,4.479555054,1.301721994,0.777261403,0.760254462,0.910005723,0.131085333,13.80911162,700,0.9875,25,21.5
MKZ,20170917018,146.16,1.415063407,1.583817037,1.185636643,4.508033986,1.335836781,0.753562498,0.718250602,0.875006746,0.143775791,14.36145569,700,0.9875,25,21.5
MKZ,20170917020,119.83,1.604218058,1.567156075,1.325268708,4.681443603,1.182519489,0.772408788,0.831666136,0.919842927,0.083627885,13.66143094,700,0.9875,25,21.5
MKZ,20170917021,121.95,1.628432656,1.559002393,1.353765589,4.711258584,1.151604388,0.771577493,0.853073317,0.921946635,0.070461089,13.63025813,700,0.9875,25,21.5
MKZ,20170917023,94.48,1.338361979,1.480306265,1.193564035,4.335265282,1.24024034,0.757488928,0.777643515,0.894853825,0.107238646,14.04293111,700,0.9875,25,21.5
MKZ,20170917024,89.62,1.436605038,1.495741953,1.233392054,4.445237381,1.212706007,0.778716835,0.817587332,0.913602614,0.096129358,13.75474459,700,0.9875,25,21.5
MKZ,20170917025,86.47,1.337517352,1.50804622,1.155334045,4.354575017,1.305290212,0.767674653,0.748824834,0.886375484,0.132430273,14.17725426,700,0.9875,25,21.5
MKZ,20170917026,86.54,1.410137252,1.53619855,1.179834208,4.403275257,1.302046118,0.778024102,0.760811034,0.913943987,0.131207674,13.74960697,700,0.9875,25,21.5
MKZ,20170917027,93.8,1.357773775,1.654943276,1.074539938,4.371388974,1.540141243,0.763522328,0.631206277,0.892890855,0.212642208,14.07380369,700,0.9875,25,21.5
MKZ,20170917028,85.72,1.38812787,1.470899452,1.204134608,4.400643811,1.221540717,0.783738983,0.816908886,0.900755457,0.099723906,13.95092366,700,0.9875,25,21.5
MKZ,20170917029,85.14,1.441159677,1.503230614,1.225710693,4.509759782,1.226415518,0.782165247,0.812027986,0.890461501,0.101695086,14.11219979,700,0.9875,25,21.5
MKZ,20170917031,83.75,1.388213497,1.49263551,1.193315251,4.419419121,1.250830833,0.779376492,0.79333907,0.893173328,0.11143922,14.06935274,700,0.9875,25,21.5
